ЭкзоАтлет (ExoAtlet),Москва,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2019
"Дега, Клиника",Санкт-Петербург,CorpSoft24: Виртуальный сервер,IaaS - Инфраструктура как услуга,2017
Эскамед,Москва,Directum RX,"BPM,HRM,SaaS - Программное обеспечение как услуга,СЭД",2022
Витромед,Москва,1С:Бухгалтерия КОРП,"SaaS - Программное обеспечение как услуга,Учетные системы",2015
Сесана,Москва,1С:Аптека,Учетные системы,2013
Центр Восстановления Зрения+,Москва,1С:Управление торговлей 8,Системы автоматизации торговли,2016
Воронежфармация,Воронеж,ВидеоМост (VideoMost) ВКС,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь",2019
СиЭс Медика Поволжье,Нижний Новгород,"1С:Управление торговлей 8,1С:Бухгалтерия","Системы автоматизации торговли,Учетные системы",2016
Сарштедт (Sarstedt),Санкт-Петербург,"Axelot WMS X5,Datareon Platform","WMS,Складская автоматизация,Data Quality - Качество данных,MDM - Master Data Management - Управление основными мастер-данными,СОА",2021
Биопси Медикал,Москва,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2021
Фармконтракт,Москва,Creatio (ранее bpm’online),"BPM,CRM,SaaS - Программное обеспечение как услуга",2020
Протэкс-центр,Коломна,1С-Битрикс24,"BPM,CMS - Системы управления контентом,CRM,SaaS - Программное обеспечение как услуга,Корпоративные порталы,Системы управления проектами,Учет рабочего времени",2016
Академия Здоровья,Нижний Новгород,Mind ВКС,Видеоконференцсвязь,2019
Русбиофарм,Москва,1С:Документооборот 8 КОРП,СЭД,2019
Новисет,Нижний Новгород,"ELMA365,ELMA CRM+,ELMA365 ECM","BPM,SaaS - Программное обеспечение как услуга,CRM,СЭД",2021
Агровет,Москва,ОВЕН: КосМастер Блок для управления установками обратного осмоса,АСУ ТП,2023
МастерСлух,Таганрог,"ELMA BPM Suite,ELMA365 ECM","BPM,SaaS - Программное обеспечение как услуга,СЭД",2021
Мадин,Нижний Новгород,1С:ERP Управление предприятием 2,"ERP,SaaS - Программное обеспечение как услуга",2023
Майоли Спиндлер (Mayoly Spindler),Москва,LanCloud: Cloud Office,"SaaS - Программное обеспечение как услуга,Видеоконференцсвязь,Офисные приложения",2015
Лайт Стайл (Light Style),Москва,Synerdocs,"СЭД,СЭД - Системы потокового распознавания",2017
