Компания,Город,name,region.y,industry,size_cat,year,code_okved,firts_number_okved,ind,employees,income,expenses,receivables,assets,passive,nwc,equity,total_debt,sales,cgs,commercial,ebt,eat,ebit,labor_costs,net_profit_margin,ros
Инвентум,Москва,"ИНВЕНТУМ, ООО",Москва,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",Малые предприятия,2017,46.71,46.0,neftyanaya_promyshlennost,9.0,223950.0,218332.0,14268.0,84011.0,84011.0,-19415.0,-22034.0,106045.0,204318.0,154675.0,39068.0,5617.0,3829.0,5776.0,,-0.0,-0.0
Ингал,Москва,"ИНГАЛ, ООО",Москва,Торговля оптовая фармацевтической продукцией,Средние предприятия,2017,46.46,46.0,torgovlya,66.0,657749.0,459422.0,259908.0,796241.0,796241.0,326079.0,269872.0,526369.0,598237.0,176693.0,75947.0,198327.0,157875.0,226645.0,105519.0,-0.0,0.0
ИндаСофт,Москва,"ИНДАСОФТ, ООО",Москва,Разработка компьютерного программного обеспечения,Средние предприятия,2017,62.01,62.0,informacionnye_tehnologii,197.0,975482.0,917681.0,220519.0,505211.0,505211.0,56793.0,103735.0,401477.0,904092.0,579763.0,,57801.0,52050.0,57314.0,478981.0,0.0,0.0
Инжиниринговая компания РГП (РосГеоПроект),Санкт-Петербург,"ИНЖИНИРИНГОВАЯ КОМПАНИЯ РГП, АО",Санкт-Петербург,Деятельность геодезическая и картографическая,Малые предприятия,2017,71.12.4,71.0,stroitelstvo,45.0,248121.0,245068.0,138053.0,405889.0,405889.0,108180.0,38227.0,376424.0,214237.0,150534.0,,3128.0,1890.0,15355.0,70293.0,0.0,-0.0
Инлз,Санкт-Петербург,"ИНЛЗ, ООО",Санкт-Петербург,Ремонт электронного и оптического оборудования,Средние предприятия,2017,33.13,33.0,torgovlya,16.0,778748.0,655636.0,159966.0,411925.0,411925.0,212886.0,236014.0,176728.0,700534.0,403416.0,36922.0,123423.0,98488.0,125948.0,83505.0,0.0,0.0
Интегра-С,Москва,"ИНТЕГРА -С, ЗАО",Москва,Разработка компьютерного программного обеспечения,Малые предприятия,2013,62.01,62.0,informacionnye_tehnologii,78.0,469926.0,458654.0,274131.0,485595.0,485595.0,33449.0,36072.0,451233.0,436021.0,412456.0,2767.0,10632.0,8444.0,8338.0,76704.0,0.0,0.0
Интер-С Групп,Москва,"ИНТЕР-С ГРУПП, ООО",Москва,Торговля оптовая фармацевтической продукцией,Средние предприятия,2017,46.46,46.0,farmacevtika,23.0,3470358.0,3460196.0,365349.0,1180663.0,1180663.0,-10692.0,162368.0,1018294.0,3061033.0,2551174.0,488192.0,10162.0,7992.0,10019.0,9842.0,-0.0,-0.0
Интер-коммерц,Москва,"ИНТЕР-КОММЕРЦ, ООО",Москва,"Деятельность агентов по оптовой торговле текстильными изделиями, одеждой, обувью, изделиями из кожи и меха",Средние предприятия,2013,46.16,46.0,torgovlya,39.0,2154560.0,1807794.0,485652.0,991140.0,991140.0,581653.0,593539.0,397602.0,1698506.0,1220387.0,179418.0,249526.0,195006.0,246423.0,91446.0,0.0,0.0
Интергифт (Intergift),Жуковский,"ИНТЕРГИФТ, ООО",Московская область,Торговля оптовая прочими бытовыми товарами,Малые предприятия,2017,46.49,46.0,torgovlya,62.0,853687.0,835992.0,66060.0,426969.0,426969.0,-28803.0,37297.0,389672.0,817779.0,537804.0,288306.0,17695.0,13503.0,16194.0,60676.0,0.0,-0.0
Интерост,Московская область,"ИНТЕРОСТ, ООО",Московская область,Строительство жилых и нежилых зданий,Малые предприятия,2017,41.2,41.0,stroitelstvo,45.0,148422.0,126791.0,60754.0,106733.0,106733.0,52390.0,56847.0,49886.0,147159.0,124825.0,,21631.0,17182.0,1717.0,,0.0,0.0
Интерпроком (InterProCom),Москва,"ИНТЕРПРОКОМ, ООО",Москва,"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",Малые предприятия,2016,62,62.0,informacionnye_tehnologii,94.0,875108.0,717699.0,315796.0,702167.0,702167.0,413834.0,379181.0,350638.0,852461.0,629036.0,24524.0,135627.0,129762.0,138653.0,144907.0,0.0,0.0
Интес,Москва,"ИНТЕС, ООО",Москва,Торговля оптовая прочими бытовыми товарами,Малые предприятия,2018,46.49,46.0,zhkh,20.0,283189.0,246514.0,104372.0,198990.0,198990.0,84888.0,22473.0,176517.0,274663.0,224049.0,,36674.0,30930.0,9962.0,,0.0,0.0
"Интех, Интенсивные технологии (бренд Хозяин)",Смоленск,"ИНТЕХ, ООО",Смоленская область,Производство оборудования для приготовления кормов для животных,Средние предприятия,2018,28.30.83,28.0,mashinostroenie,123.0,1224918.0,950136.0,140635.0,696147.0,696147.0,372372.0,491579.0,205363.0,1116441.0,741247.0,60786.0,274782.0,217742.0,270438.0,105973.0,0.0,0.0
Интэллекс (Intellex),Москва,"ИНТЭЛЛЕКС, ООО",Москва,Разработка компьютерного программного обеспечения,Малые предприятия,2013,62.01,62.0,informacionnye_tehnologii,91.0,557532.0,494356.0,155488.0,397307.0,397307.0,66465.0,245163.0,152144.0,466255.0,294976.0,,55318.0,51042.0,53059.0,278716.0,0.0,0.0
Инфорсер Инжиниринг,Москва,"ИНФОРСЕР ИНЖИНИРИНГ, ООО",Москва,Разработка компьютерного программного обеспечения,Средние предприятия,2013,62.01,62.0,informacionnye_tehnologii,135.0,1316683.0,1216703.0,422110.0,925375.0,925375.0,-12203.0,282656.0,642719.0,1495285.0,1260015.0,,87701.0,71171.0,88531.0,261405.0,0.0,0.0
Искра-Мед,Барнаул,"ИСКРА-МЕД, ООО",Алтайский край,"Торговля оптовая изделиями, применяемыми в медицинских целях",Средние предприятия,2017,46.46.2,46.0,farmacevtika,46.0,1055320.0,918111.0,93448.0,262699.0,262699.0,149554.0,153444.0,109255.0,1046602.0,794468.0,71218.0,137209.0,109446.0,142376.0,45944.0,0.0,0.0
Исткомпис Рус (Eastcompeace Rus),Москва,"ИСТКОМПИС РУС, ООО",Москва,"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",Средние предприятия,2013,62.09,62.0,elektrotehnika,44.0,1060877.0,906266.0,110176.0,360440.0,360440.0,164278.0,190384.0,170056.0,882743.0,679250.0,19568.0,135603.0,104325.0,135264.0,55175.0,0.0,0.0
Истлак Технолоджи,Люберцы,"ИСТЛАК ТЕХНОЛОДЖИ, ООО",Московская область,Торговля оптовая лакокрасочными материалами,Малые предприятия,2017,46.73.4,46.0,torgovlya,15.0,173175.0,138438.0,23116.0,83445.0,83445.0,76732.0,57828.0,25616.0,167804.0,112918.0,19322.0,34737.0,27691.0,34737.0,9066.0,0.0,0.0
К&К Рус,Москва,"К&К РУС, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",Малые предприятия,2018,46.69.5,46.0,torgovlya,16.0,616405.0,583647.0,139732.0,191458.0,191458.0,82281.0,66411.0,125048.0,547865.0,465982.0,44668.0,32758.0,26173.0,32324.0,19676.0,0.0,0.0
КИА НК (KIA),Краснодар,"КИА НК, ООО",Краснодарский край,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,Средние предприятия,2013,45.11.2,45.0,torgovlya,51.0,2245396.0,2167406.0,18941.0,208189.0,208189.0,81635.0,80188.0,128001.0,1703455.0,1589337.0,35241.0,49783.0,43049.0,56305.0,46437.0,0.0,0.0
КЛАУЕ Риветс (KLAUE Rivets),Нижний Новгород,"КЛАУЕ РИВЕТС, ООО",Нижегородская область,Торговля оптовая неспециализированная,Малые предприятия,2017,46.9,46.0,stroitelstvo,27.0,237551.0,209429.0,34898.0,190472.0,190472.0,55988.0,56490.0,133983.0,207951.0,148290.0,30744.0,28122.0,22941.0,28975.0,,0.0,0.0
КМ Логистик (KM Logistic),Артем,"КМ ЛОГИСТИК, ООО",Приморский край,Строительство жилых и нежилых зданий,Малые предприятия,2017,41.2,41.0,logistika,22.0,204032.0,106947.0,136823.0,994368.0,994368.0,-120485.0,203363.0,791005.0,168999.0,65050.0,,98753.0,92251.0,105329.0,16970.0,0.0,1.0
КМЗ (Кингисеппский машиностроительный завод),Санкт-Петербург,"КМЗ, ООО",Санкт-Петербург,Производство строительных металлических конструкций и изделий,Малые предприятия,2016,25.1,25.0,stroitelstvo,66.0,449612.0,420763.0,65087.0,289564.0,289564.0,-18105.0,69487.0,220077.0,401639.0,321295.0,2432.0,28763.0,23498.0,32282.0,38900.0,0.0,0.0
КабельСтар (CableStar),Москва,"КАБЕЛЬСТАР, ООО",Москва,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",Средние предприятия,2017,46.69.5,46.0,torgovlya,64.0,2398509.0,2309908.0,195766.0,676261.0,676261.0,487495.0,361110.0,315150.0,2152627.0,1880070.0,194588.0,88600.0,74267.0,104304.0,53564.0,0.0,0.0
Калининградхлеб,Московская область,"КАЛИНИНГРАДХЛЕБ, ООО",Московская область,"Производство хлеба и мучных кондитерских изделий, тортов и пирожных недлительного хранения",Средние предприятия,2013,10.71,10.0,pishhevaya_promyshlennost,211.0,749133.0,744010.0,46537.0,498492.0,498492.0,99447.0,382791.0,130091.0,677371.0,415177.0,115964.0,21582.0,16038.0,20184.0,157408.0,0.0,0.0
Камчатгазпром,Петропавловск-Камчатский,"КАМЧАТГАЗПРОМ, АО",Камчатский край,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",Малые предприятия,2013,46.71,46.0,gazovaya_promyshlennost,45.0,259377.0,789963.0,93156.0,3343329.0,3343329.0,386299.0,1762523.0,1580806.0,574942.0,329821.0,117877.0,-291542.0,-174269.0,-229003.0,127607.0,-1.0,-0.0
Камчатский водоканал,Петропавловск-Камчатский,"КАМЧАТСКИЙ ВОДОКАНАЛ, КГУП",Камчатский край,"Забор, очистка и распределение воды",Средние предприятия,2013,36,36.0,zhkh,,,,888238.0,2689378.0,2689378.0,607774.0,1845231.0,1559346.0,1254789.0,1438414.0,,76936.0,52678.0,94905.0,811405.0,0.0,-0.0
Каракан инвест,Москва,"КАРАКАН ИНВЕСТ, ООО",Москва,"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",Малые предприятия,2013,46.49.49,46.0,energetika,77.0,1042715.0,639907.0,62279.0,2316925.0,2316925.0,42745.0,854088.0,1462837.0,232469.0,137694.0,10140.0,251707.0,249132.0,-167754.0,185224.0,1.0,-0.0
